FID,F1,F2,F3,F4,F5,ID
1273,-84.763634,31.19049,2.1,4.5,54.561,1290
1274,-84.763643,31.190513,2,4.9,54.599,1291
1275,-84.763651,31.190537,2,5,54.631,1292
1276,-84.763659,31.19056,2,5,54.678,1293
1277,-84.763667,31.190583,2.1,5.3,54.703,1294
1278,-84.763676,31.190607,2.3,5.6,54.727,1295
1279,-84.763683,31.19063,2.3,4.8,54.757,1296
1280,-84.763692,31.190653,2.2,5.3,54.789,1297
1281,-84.7637,31.190677,2.6,5.6,54.851,1298
1282,-84.763707,31.1907,2.5,5.4,54.896,1299
1283,-84.763716,31.190724,2.6,6.1,54.932,1300
1284,-84.763724,31.190747,2.7,5.6,54.989,1301
1285,-84.763731,31.19077,2.6,5.4,55.016,1302
1286,-84.763739,31.190794,2,5.1,55.073,1303
1287,-84.763747,31.190817,2.5,5.5,55.134,1304
1288,-84.763756,31.19084,2.4,5.8,55.189,1305
1289,-84.763763,31.190863,2.1,5.9,55.246,1306
1290,-84.763771,31.190886,2.2,5.8,55.28,1307
1291,-84.76378,31.190909,2.3,5.8,55.289,1308
1292,-84.763788,31.190933,1.7,5,55.393,1309
1293,-84.763796,31.190956,1.8,5.7,55.418,1310
1294,-84.763804,31.190979,2,6.1,55.482,1311
1295,-84.763812,31.191002,2,5.4,55.553,1312
1296,-84.76382,31.191025,2.3,6,55.6,1313
1297,-84.763828,31.191049,2.1,6.3,55.69,1314
1298,-84.763836,31.191072,2.4,6.5,55.711,1315
1299,-84.763843,31.191095,2.8,6.8,55.804,1316
1300,-84.763852,31.191119,2.9,8.4,55.891,1317
1301,-84.76386,31.191142,3.7,8.5,55.964,1318
1302,-84.763868,31.191165,4.2,9.7,56.021,1319
1303,-84.763876,31.191188,5,9.8,56.058,1320
1304,-84.763884,31.191212,5.3,10.4,56.155,1321
1305,-84.763891,31.191235,5,8.1,56.189,1322
1306,-84.763899,31.191258,6.1,10.2,56.245,1323
1307,-84.763908,31.191281,5.2,9.1,56.32,1324
1308,-84.763915,31.191304,4.6,8.2,56.34,1325
1309,-84.763924,31.191328,5.6,8.9,56.439,1326
1310,-84.763932,31.191351,4.3,8.4,56.476,1327
1311,-84.76394,31.191374,4.6,8.5,56.541,1328
1312,-84.763948,31.191398,4.5,8.8,56.646,1329
1313,-84.763957,31.191421,4.6,8.9,56.703,1330
1314,-84.763965,31.191444,5.3,8.2,56.731,1331
1315,-84.763973,31.191468,5.4,8.6,56.783,1332
1316,-84.76398,31.191492,5.5,10,56.823,1333
1317,-84.763988,31.191515,6,9.9,56.87,1334
1318,-84.763996,31.191539,5.5,8.4,56.882,1335
1319,-84.764004,31.191562,5.4,8.7,56.899,1336
1320,-84.764013,31.191586,5.6,7.9,56.887,1337
1321,-84.764021,31.19161,6.8,8.9,56.861,1338
1322,-84.764029,31.191633,5.9,9.3,56.847,1339
1323,-84.764037,31.191657,5.8,8.6,56.844,1340
1324,-84.764045,31.191681,6.2,8.7,56.837,1341
1325,-84.764053,31.191705,5.6,7.8,56.755,1342
1326,-84.764061,31.191729,5.7,6.9,56.7,1343
1327,-84.764069,31.191752,6.5,8.2,56.64,1344
1328,-84.764078,31.191776,5.9,8,56.567,1345
1329,-84.764086,31.191799,6.1,9.2,56.48,1346
1330,-84.764093,31.191824,6.2,11.8,56.439,1347
1331,-84.764101,31.191847,5.7,10.4,56.42,1348
1332,-84.764108,31.191868,4.6,6.4,56.304,1349
1333,-84.764116,31.191889,4.1,5,56.257,1350
1334,-84.764123,31.191909,5.3,6.8,56.214,1351
1335,-84.764129,31.191928,5.9,7.3,56.121,1352
1336,-84.764137,31.191948,6.3,9.3,56.153,1353
1337,-84.764143,31.191969,6.3,10.6,56.14,1354
1338,-84.764151,31.191992,5.1,10,56.176,1355
1339,-84.764159,31.192016,4.8,8,56.215,1356
1340,-84.764167,31.19204,5,8.2,56.222,1357
1341,-84.764175,31.192063,5.9,8.5,56.228,1358
1342,-84.764183,31.192087,5,6.5,56.211,1359
1343,-84.764191,31.19211,5.6,8.6,56.201,1360
1344,-84.7642,31.192134,5.6,7.8,56.19,1361
1345,-84.764208,31.192158,5.4,7.7,56.163,1362
1346,-84.764216,31.192181,5.7,8.2,56.127,1363
1347,-84.764223,31.192206,5.1,7.2,56.089,1364
1348,-84.764232,31.192229,4.7,9.8,56.014,1365
1349,-84.764239,31.192253,6.1,10.1,55.952,1366
1350,-84.764247,31.192277,5.6,8.5,55.907,1367
1351,-84.764254,31.192301,5.6,10.5,55.906,1368
1352,-84.764261,31.192324,6.4,10.4,55.826,1369
1353,-84.764268,31.192344,6.1,10,55.812,1370
1354,-84.764273,31.192364,6.6,10.8,55.74,1371
1355,-84.764279,31.192383,6.5,9.9,55.666,1372
1356,-84.764284,31.192399,6.4,8.8,55.624,1373
1357,-84.764289,31.192416,6,10.3,55.565,1374
1358,-84.764295,31.192433,8.1,9.7,55.55,1375
1359,-84.7643,31.192449,6.7,9.5,55.483,1376
1360,-84.764304,31.192466,6.5,9.9,55.47,1377
1361,-84.764144,31.192583,8.3,9,54.483,1378
1362,-84.764129,31.192574,8.5,9,54.358,1379
1363,-84.764119,31.192561,6.2,7.9,54.325,1380
1364,-84.764111,31.192545,6.8,8,54.314,1381
1365,-84.764106,31.19253,6.2,8.2,54.256,1382
1366,-84.7641,31.192515,5.3,8.5,54.252,1383
1367,-84.764092,31.1925,5.7,8.7,54.318,1384
1368,-84.764079,31.192489,6.7,9.1,54.306,1385
1369,-84.764062,31.19248,7.7,9.5,54.33,1386
1370,-84.764046,31.192471,4.8,9.3,54.384,1387
1371,-84.76403,31.192461,6.5,9.3,54.509,1388
1372,-84.764018,31.192448,5,6.9,54.566,1389
1373,-84.764007,31.192434,5.6,7.5,54.666,1390
1374,-84.763997,31.192416,5.8,9.4,54.738,1391
1375,-84.763989,31.192396,5.6,9.7,54.811,1392
1376,-84.763982,31.192377,5.8,10.2,54.841,1393
1377,-84.763974,31.192353,4.8,9.3,54.928,1394
1378,-84.763965,31.19233,5.6,9.1,54.953,1395
1379,-84.763958,31.192307,5.2,10.2,54.952,1396
1380,-84.763949,31.192283,5.1,10.1,54.986,1397
1381,-84.763942,31.192259,5.5,12,55.015,1398
1382,-84.763933,31.192236,5,11,55.036,1399
1383,-84.763925,31.192213,4.5,9.6,55.063,1400
1384,-84.763916,31.192189,4,10.4,55.015,1401
1385,-84.763908,31.192165,4.9,8.3,55.036,1402
1386,-84.7639,31.192142,4.6,8.8,55.034,1403
1387,-84.763892,31.192118,4,9.7,55.041,1404
1388,-84.763884,31.192099,3.9,8.6,55.038,1405
1389,-84.763878,31.192079,3.9,9.4,55.05,1406
1390,-84.763871,31.192058,4.6,9.8,55.019,1407
1391,-84.763864,31.192038,5.2,12.2,55.001,1408
1392,-84.763857,31.192019,5.5,11.1,54.954,1409
1393,-84.763849,31.191998,5.1,9.4,54.964,1410
1394,-84.763843,31.191979,4.5,7.3,54.906,1411
1395,-84.763836,31.19196,4.3,7.2,54.903,1412
1396,-84.763828,31.191939,4.5,8.2,54.993,1413
1397,-84.76382,31.191916,4.2,8.5,55.041,1414
1398,-84.763812,31.191893,4.8,8.7,55.109,1415
1399,-84.763804,31.191869,4.9,11.6,55.176,1416
1400,-84.763796,31.191846,4.6,10.5,55.235,1417
1401,-84.763788,31.191823,4.5,10.5,55.293,1418
1402,-84.76378,31.1918,5.9,9.3,55.357,1419
1403,-84.763771,31.191776,5.1,7.3,55.424,1420
1404,-84.763763,31.191753,5.7,8.3,55.499,1421
1405,-84.763755,31.19173,5.5,8.1,55.612,1422
1406,-84.763747,31.191707,5,6.8,55.7,1423
1407,-84.763738,31.191683,5,6.2,55.845,1424
1408,-84.76373,31.19166,5.4,7.3,55.868,1425
1409,-84.763722,31.191636,5.3,7.3,55.902,1426
1410,-84.763714,31.191613,4.8,6.8,55.939,1427
1411,-84.763705,31.191589,5.2,6.8,55.962,1428
1412,-84.763696,31.191566,4.5,6.2,55.943,1429
1413,-84.763688,31.191543,4.2,6.4,55.991,1430
1414,-84.76368,31.191519,5.2,8.3,55.977,1431
1415,-84.763672,31.191495,4.8,7.8,55.996,1432
1416,-84.763665,31.191471,4,8,55.993,1433
1417,-84.763656,31.191448,4,7.9,55.966,1434
1418,-84.763648,31.191425,3.6,7.7,55.899,1435
1419,-84.76364,31.191402,3.1,7.6,55.896,1436
1420,-84.763632,31.191378,3.4,8.2,55.909,1437
1421,-84.763623,31.191355,3.4,7.4,55.879,1438
1422,-84.763617,31.191331,3,7.3,55.87,1439
1423,-84.76361,31.191307,3.1,7.7,55.901,1440
1424,-84.763602,31.191284,3.1,7,55.888,1441
1425,-84.763594,31.19126,2.8,6.3,55.885,1442
1426,-84.763587,31.191236,2.1,6.4,55.859,1443
1427,-84.763579,31.191212,2,5.8,55.851,1444
1428,-84.763571,31.191189,2.2,5.1,55.807,1445
1429,-84.763564,31.191165,1.9,4.5,55.793,1446
1430,-84.763556,31.191141,2,4.7,55.737,1447
1431,-84.763547,31.191118,1.7,5.3,55.693,1448
1432,-84.763539,31.191094,2,5.8,55.634,1449
1433,-84.763531,31.19107,2.3,5.9,55.615,1450
1434,-84.763522,31.191047,2.2,7.3,55.557,1451
1435,-84.763514,31.191023,2.7,7.3,55.519,1452
1436,-84.763506,31.191,3.4,8.2,55.434,1453
1437,-84.763498,31.190976,2.9,7.6,55.416,1454
1438,-84.76349,31.190952,2.9,6.7,55.356,1455
1439,-84.763482,31.190929,2.4,5.8,55.312,1456
1440,-84.763474,31.190905,2.4,5.5,55.267,1457
1441,-84.763466,31.190881,2.7,5.7,55.249,1458
1442,-84.763458,31.190858,2.5,5.9,55.184,1459
1443,-84.763441,31.190811,2.7,5.7,55.096,1460
1444,-84.763433,31.190787,2.6,5.6,55.079,1461
1445,-84.763424,31.190764,2.3,5.2,55.059,1462
1446,-84.763416,31.19074,2.2,5,54.997,1463
1447,-84.763408,31.190716,2.1,4.8,54.952,1464
1448,-84.7634,31.190693,2.1,4.8,54.933,1465
1449,-84.763391,31.190669,2.1,5,54.92,1466
1450,-84.763383,31.190645,2.1,4.7,54.866,1467
1451,-84.763375,31.190622,1.6,4.7,54.844,1468
1452,-84.763367,31.190599,2.1,4.9,54.829,1469
1453,-84.763358,31.190575,2,5.5,54.771,1470
1454,-84.763351,31.190552,2.6,5.6,54.757,1471
1455,-84.763343,31.190528,2.4,5.4,54.708,1472
1456,-84.763335,31.190505,2.6,6.1,54.689,1473
1457,-84.763326,31.190481,2.1,5.9,54.67,1474
1458,-84.763318,31.190458,2.7,5.7,54.64,1475
1459,-84.76331,31.190434,3.3,6.1,54.629,1476
1460,-84.763301,31.190411,3.4,5.9,54.584,1477
1461,-84.763293,31.190387,3.6,6.6,54.562,1478
1462,-84.763285,31.190364,4.1,7.4,54.524,1479
1463,-84.763277,31.19034,4.3,7.1,54.491,1480
1464,-84.763269,31.190317,4.3,6.5,54.505,1481
1465,-84.763261,31.190293,4.2,7,54.467,1482
1466,-84.763252,31.19027,4.9,6.3,54.452,1483
1467,-84.763244,31.190246,4.6,6.2,54.418,1484
1468,-84.763236,31.190223,4.6,6.2,54.396,1485
1469,-84.763228,31.190199,4.4,5.2,54.393,1486
1470,-84.763221,31.190175,4.2,5,54.374,1487
1471,-84.763212,31.190152,4.5,5.2,54.331,1488
1472,-84.763204,31.190128,4.5,4.6,54.331,1489
1473,-84.763195,31.190105,3.5,4.3,54.289,1490
1474,-84.763187,31.190082,3.6,4.3,54.267,1491
1475,-84.763179,31.190058,4.4,4.8,54.235,1492
1476,-84.763172,31.190035,4.2,5.3,54.227,1493
1477,-84.763164,31.190012,4.9,5.7,54.21,1494
1478,-84.763156,31.189989,6.4,5.2,54.216,1495
1479,-84.763147,31.189966,5.6,5.3,54.196,1496
1480,-84.763138,31.189943,4.1,4.9,54.196,1497
1481,-84.763129,31.18992,4.3,5.1,54.215,1498
1482,-84.763121,31.189897,3.6,4.7,54.28,1499
1483,-84.763114,31.189874,3.6,4.4,54.291,1500
1484,-84.763105,31.18985,4.3,5.3,54.348,1501
1485,-84.763097,31.189827,3.7,5.6,54.38,1502
1486,-84.763089,31.189804,2.6,4.4,54.39,1503
1487,-84.763082,31.18978,2.6,5.2,54.411,1504
1488,-84.763074,31.189757,2.4,5.3,54.466,1505
1489,-84.763066,31.189733,2.6,5.5,54.462,1506
1490,-84.763058,31.18971,2.5,5.8,54.491,1507
1491,-84.76305,31.189687,2.4,6.5,54.527,1508
1492,-84.763042,31.189664,2.6,6.3,54.567,1509
1493,-84.763033,31.18964,2.9,6.2,54.581,1510
1494,-84.763025,31.189617,2.6,5.9,54.625,1511
1495,-84.763017,31.189594,2.7,5.9,54.637,1512
1496,-84.763009,31.18957,2.6,6.2,54.696,1513
1497,-84.763001,31.189547,2.8,6.9,54.721,1514
1498,-84.762993,31.189524,2.4,6.5,54.765,1515
1499,-84.762985,31.1895,2.5,6.3,54.784,1516
1500,-84.762977,31.189477,2.8,6.4,54.791,1517
1501,-84.762968,31.189453,2.6,7,54.805,1518
1502,-84.76296,31.18943,2.7,7.6,54.821,1519
1503,-84.762952,31.189407,2.6,7,54.816,1520
1504,-84.762944,31.189383,2.8,7.6,54.853,1521
1505,-84.762935,31.18936,3.4,8,54.869,1522
1506,-84.762927,31.189337,2.9,7.7,54.877,1523
1507,-84.762919,31.189313,3.3,8.4,54.901,1524
1508,-84.762911,31.18929,3.5,8.7,54.918,1525
1509,-84.762903,31.189266,3.2,8.9,54.93,1526
1510,-84.762894,31.189243,3.4,9,54.912,1527
1511,-84.762886,31.18922,3.1,9,54.935,1528
1512,-84.762878,31.189196,3.1,9.3,54.934,1529
1513,-84.76287,31.189173,3.6,10.9,54.923,1530
1514,-84.762862,31.189149,3.6,9.3,54.912,1531
1515,-84.762854,31.189126,3.9,10.6,54.896,1532
1516,-84.762845,31.189102,3.9,11.3,54.884,1533
1517,-84.762837,31.189079,3.8,9.1,54.865,1534
1518,-84.762829,31.189056,3.6,9.4,54.827,1535
1519,-84.762821,31.189032,3.8,8.8,54.828,1536
1520,-84.762812,31.189009,3.3,9,54.818,1537
1521,-84.762804,31.188985,3.3,8.6,54.82,1538
1522,-84.762796,31.188962,3.3,8,54.766,1539
1523,-84.762788,31.188938,3.1,8,54.781,1540
1524,-84.76278,31.188915,3.1,8.1,54.758,1541
1525,-84.762771,31.188892,3,7.4,54.737,1542
1526,-84.762763,31.188868,2.9,7.2,54.741,1543
1527,-84.762755,31.188845,2.9,7.5,54.719,1544
1528,-84.762746,31.188821,2.9,7.1,54.675,1545
1529,-84.762738,31.188798,2.7,7.9,54.627,1546
1530,-84.76273,31.188775,2.6,7.6,54.654,1547
1531,-84.762722,31.188751,2.5,8.2,54.612,1548
1532,-84.762714,31.188728,2.8,7.4,54.574,1549
1533,-84.762706,31.188704,2.9,7.9,54.536,1550
1534,-84.762698,31.188681,3,7.5,54.479,1551
1535,-84.76269,31.188657,2.7,7.1,54.47,1552
1536,-84.762682,31.188634,2.5,7.4,54.439,1553
1537,-84.762673,31.18861,2.6,7.4,54.437,1554
1538,-84.762665,31.188586,2.5,6.5,54.406,1555
1539,-84.762657,31.188563,2.2,5.8,54.362,1556
1540,-84.762648,31.18854,2.2,6.2,54.379,1557
1541,-84.76264,31.188516,2.4,6.2,54.289,1558
1542,-84.762632,31.188492,2.4,5.9,54.259,1559
1543,-84.762624,31.188469,2.8,6.3,54.208,1560
1544,-84.762616,31.188445,3.5,6.5,54.134,1561
1545,-84.762608,31.188421,3.4,6.9,54.094,1562
1546,-84.7626,31.188398,4,6.8,54.016,1563
1547,-84.762592,31.188374,4.3,7,53.984,1564
1548,-84.762585,31.18835,3.9,6.3,53.926,1565
1549,-84.762577,31.188326,4.3,5.2,53.829,1566
1550,-84.76257,31.188304,4.5,5.8,53.79,1567
1551,-84.762563,31.188284,5.5,6.1,53.69,1568
1552,-84.762556,31.188264,6.4,6.9,53.65,1569
1553,-84.762549,31.188244,6.7,8,53.577,1570
1554,-84.762543,31.188224,7.4,8.8,53.532,1571
1555,-84.762536,31.188204,3.8,8,53.468,1572
1556,-84.762531,31.188184,6.2,9.3,53.436,1573
1557,-84.762523,31.188165,3.2,8.5,53.405,1574
1558,-84.762515,31.188145,1.9,7,53.418,1575
1559,-84.762507,31.188126,2.9,7.8,53.499,1576
1560,-84.762498,31.188107,4.1,7.6,53.56,1577
1561,-84.762491,31.188087,4.8,8.5,53.563,1578
1562,-84.762485,31.188067,5.9,7.9,53.609,1579
1563,-84.762478,31.188047,7.9,9.2,53.686,1580
1564,-84.76247,31.188026,6.8,8.2,53.722,1581
1565,-84.762463,31.188003,5.8,8.1,53.806,1582
1566,-84.762454,31.18798,5.3,7.8,53.862,1583
1567,-84.762446,31.187957,5.2,7.2,53.92,1584
1568,-84.762438,31.187934,5.5,7.6,54.029,1585
1569,-84.76243,31.187911,5.3,7.4,54.12,1586
1570,-84.762422,31.187888,4.5,8.1,54.22,1587
1571,-84.762414,31.187865,5.3,9.3,54.325,1588
1572,-84.762405,31.187841,4.2,9.2,54.365,1589
1573,-84.762398,31.187818,4.1,9.1,54.403,1590
1574,-84.76239,31.187794,3.1,8.4,54.474,1591
1575,-84.762382,31.187771,2.5,8.2,54.541,1592
1576,-84.762374,31.187748,2.4,8.2,54.524,1593
1577,-84.762366,31.187725,2.6,8.3,54.548,1594
1578,-84.762358,31.187701,2.8,7.7,54.561,1595
1579,-84.76235,31.187678,3.2,8.2,54.569,1596
1580,-84.762342,31.187655,3.7,8,54.589,1597
1581,-84.762335,31.187635,3.7,7.3,54.571,1598
1582,-84.762327,31.187616,4.1,8.1,54.53,1599
1583,-84.762323,31.1876,4.3,8.5,54.555,1600
1584,-84.762316,31.187584,4.9,8,54.464,1601
1585,-84.76231,31.187568,5.3,9.2,54.441,1602
1586,-84.762306,31.187552,4.1,9,54.415,1603
1587,-84.762302,31.187536,4.3,8.5,54.41,1604
1588,-84.762295,31.187517,4.2,7.3,54.506,1605
1589,-84.762288,31.187497,3.7,7.5,54.56,1606
1590,-84.76228,31.187476,4.2,7.6,54.641,1607
1591,-84.762272,31.187454,4.2,6.7,54.72,1608
1592,-84.762264,31.18743,4.8,7.5,54.831,1609
1593,-84.762256,31.187407,4.3,7.1,54.912,1610
1594,-84.762248,31.187384,3.3,6.1,54.967,1611
1595,-84.76224,31.187358,3.3,5.7,55.038,1612
1596,-84.76223,31.187331,4,5.7,55.118,1613
1597,-84.76222,31.187303,3.9,5.4,55.182,1614
1598,-84.762211,31.187275,3.4,5.8,55.265,1615
1599,-84.762201,31.187247,3.5,6.3,55.336,1616
1600,-84.762191,31.187219,3.2,6.3,55.433,1617
1601,-84.762181,31.187191,3.6,7.5,55.498,1618
1602,-84.762172,31.187163,3,7.2,55.55,1619
1603,-84.762162,31.187136,3.6,8.6,55.644,1620
1604,-84.762153,31.187108,3,6.7,55.769,1621
1605,-84.762143,31.18708,2.9,7.2,55.87,1622
1606,-84.762134,31.187052,2.2,6.7,55.948,1623
1607,-84.762124,31.187024,3,6.2,56.027,1624
1608,-84.762114,31.186996,3.4,6.7,56.118,1625
1609,-84.762105,31.186968,3.5,7.2,56.179,1626
1610,-84.762095,31.18694,3.5,7,56.218,1627
1611,-84.762085,31.186912,3,6,56.258,1628
1612,-84.762074,31.186884,3.7,7.1,56.293,1629
1613,-84.762065,31.186855,3.7,8.2,56.285,1630
1614,-84.762054,31.186827,4.2,8.7,56.273,1631
1615,-84.762044,31.186799,4.4,10.3,56.259,1632
1616,-84.762034,31.186771,3.8,9.6,56.257,1633
1617,-84.762024,31.186742,3.5,10.9,56.235,1634
1618,-84.762015,31.186714,3.7,10.1,56.199,1635
1619,-84.762004,31.186686,3.9,10.4,56.179,1636
1620,-84.761995,31.186658,3.9,11.8,56.168,1637
1621,-84.761985,31.186629,4.4,11.7,56.131,1638
1622,-84.761975,31.186601,4.7,10,56.118,1639
1623,-84.761966,31.186574,4.4,10.7,56.095,1640
1624,-84.761956,31.186546,3.9,10.2,56.136,1641
1625,-84.761946,31.186518,4.8,10.7,56.164,1642
1626,-84.761936,31.18649,4.3,9.9,56.205,1643
1627,-84.761927,31.186462,4.6,10.2,56.228,1644
1628,-84.761916,31.186434,3.4,8,56.273,1645
1629,-84.761906,31.186406,3.7,8.9,56.334,1646
1630,-84.761896,31.186378,3.9,9.9,56.38,1647
1631,-84.761887,31.18635,3.8,8.5,56.416,1648
1632,-84.761877,31.186322,3.7,10.4,56.446,1649
1633,-84.761867,31.186294,3.9,10,56.445,1650
1634,-84.761857,31.186265,3,7.9,56.447,1651
1635,-84.761847,31.186237,3,8.3,56.436,1652
1636,-84.761838,31.186208,3,8.2,56.466,1653
1637,-84.761827,31.18618,2.7,8.1,56.413,1654
1638,-84.761818,31.186152,2.9,8.1,56.374,1655
1639,-84.761808,31.186124,2.7,8.3,56.337,1656
1640,-84.761799,31.186095,3.6,9.4,56.296,1657
1641,-84.761789,31.186066,3.3,8.9,56.284,1658
1642,-84.761779,31.186038,4.4,10,56.24,1659
1643,-84.761769,31.18601,3.7,9.1,56.207,1660
1644,-84.761759,31.185982,3.5,6.8,56.135,1661
1645,-84.761749,31.185953,4.1,9.7,56.104,1662
1646,-84.76174,31.185925,4.4,10.4,56.057,1663
1647,-84.76173,31.185896,5.5,11.8,56.021,1664
1648,-84.76172,31.185868,6.2,9.9,55.99,1665
1649,-84.76171,31.18584,7.2,10.5,55.969,1666
1650,-84.7617,31.185811,7.4,11.7,55.965,1667
1651,-84.76169,31.185783,7.9,10.4,55.92,1668
1652,-84.761679,31.185754,9.2,13.8,55.903,1669
1653,-84.76167,31.185726,6.8,10.5,55.831,1670
1654,-84.76166,31.185697,7,12.1,55.752,1671
1655,-84.76165,31.185669,6.8,12.6,55.71,1672
1656,-84.76164,31.185641,6.8,11,55.685,1673
1657,-84.76163,31.185613,5.4,11.4,55.673,1674
1658,-84.76162,31.185584,6.2,11.7,55.658,1675
1659,-84.76161,31.185556,6.2,10.8,55.603,1676
1660,-84.761601,31.185527,5,2.4,55.587,1677
1661,-84.761591,31.185498,5.6,10.6,55.503,1678
1662,-84.761581,31.18547,5.7,11.3,55.471,1679
1663,-84.761573,31.185447,5.1,10.5,55.422,1680
1664,-84.761564,31.185424,6,11.1,55.377,1681
1665,-84.761557,31.185404,5.3,11.2,55.341,1682
1666,-84.761551,31.185388,6.1,10.8,55.307,1683
1667,-84.761545,31.185371,5.5,10.4,55.299,1684
1668,-84.761539,31.185355,5.6,11.1,55.268,1685
1669,-84.761533,31.185339,5.1,10.8,55.203,1686
1670,-84.761528,31.185323,5.1,12.3,55.196,1687
1671,-84.761522,31.185307,4,9.4,55.2,1688
1672,-84.761516,31.185289,3.6,7.9,55.215,1689
1673,-84.761509,31.185269,3.7,8.1,55.279,1690
1674,-84.761501,31.185245,3.8,9.9,55.3,1691
1675,-84.761492,31.185217,3.5,8.9,55.33,1692
1676,-84.761482,31.185189,3.1,9.2,55.336,1693
1677,-84.761472,31.18516,3.1,9.1,55.37,1694
1678,-84.761462,31.185132,3.8,10.8,55.375,1695
1679,-84.761453,31.185104,4.5,10.4,55.35,1696
1680,-84.761443,31.185076,4.4,12.2,55.291,1697
1681,-84.761433,31.185048,5.1,11.3,55.253,1698
1682,-84.761423,31.185019,4,9.8,55.25,1699
1683,-84.761413,31.184991,3.9,7.9,55.235,1700
1684,-84.761403,31.184962,3.8,9,55.188,1701
1685,-84.761393,31.184934,3.5,7.7,55.162,1702
1686,-84.761384,31.184905,3.1,7.1,55.151,1703
1687,-84.761374,31.184877,2.6,5.7,55.155,1704
1688,-84.761364,31.184849,2.2,5.3,55.144,1705
1689,-84.761354,31.18482,2.2,5.2,55.121,1706
1690,-84.761344,31.184792,2.2,5.3,55.081,1707
1691,-84.761335,31.184764,2.5,5.2,55.038,1708
1692,-84.761325,31.184735,2.5,5.4,55.008,1709
1693,-84.761315,31.184707,2.2,5.6,54.965,1710
1694,-84.761306,31.18468,2.7,5.7,54.991,1711
1695,-84.761297,31.184651,2.4,5.3,54.953,1712
1696,-84.761288,31.184623,2.2,5,54.944,1713
1697,-84.76128,31.184597,2.4,5.5,54.933,1714
1698,-84.761273,31.184574,2.2,5.5,54.945,1715
1699,-84.761264,31.184551,2.5,6.2,54.894,1716
1700,-84.761253,31.184529,2.8,7.8,54.906,1717
1701,-84.761237,31.18451,3,9,54.855,1718
1702,-84.761215,31.184496,2.1,7.5,54.838,1719
1703,-84.761189,31.184488,2.1,6.2,54.805,1720
1704,-84.761166,31.184487,2.6,7,54.763,1721
1705,-84.761143,31.184493,2.3,6.2,54.722,1722
1706,-84.761122,31.184502,2.5,6.6,54.716,1723
1707,-84.761104,31.184514,2,6.2,54.629,1724
1708,-84.761089,31.18453,2.3,6.2,54.624,1725
1709,-84.761081,31.184547,2.7,6.9,54.577,1726
1710,-84.761081,31.184566,2.4,7.5,54.554,1727
1711,-84.761086,31.184586,2.6,7.9,54.518,1728
1712,-84.761093,31.184605,3.3,10.4,54.516,1729
1713,-84.761101,31.184626,3.2,8,54.543,1730
1714,-84.76111,31.184649,3,7.7,54.598,1731
1715,-84.761119,31.184672,3.8,7.3,54.563,1732
1716,-84.761126,31.184695,3.4,6.3,54.601,1733
1717,-84.761133,31.184719,2.5,6.1,54.607,1734
1718,-84.761141,31.184742,2.5,6.4,54.606,1735
1719,-84.761149,31.184766,2.6,6.8,54.627,1736
1720,-84.761157,31.184789,2.9,6.3,54.644,1737
1721,-84.761165,31.184812,3.2,7,54.68,1738
1722,-84.761172,31.184836,3.3,8.2,54.694,1739
1723,-84.76118,31.184859,3.2,7.2,54.696,1740
1724,-84.761188,31.184883,2.9,7.9,54.733,1741
1725,-84.761195,31.184906,3.2,7.2,54.646,1742
1726,-84.761203,31.18493,4,8.5,54.669,1743
1727,-84.761212,31.184953,3.4,7.9,54.645,1744
1728,-84.76122,31.184976,3.3,6.9,54.653,1745
1729,-84.761228,31.184999,2.9,8,54.645,1746
1730,-84.761236,31.185023,2.8,7.8,54.666,1747
1731,-84.761244,31.185046,2.8,7,54.689,1748
1732,-84.761253,31.185069,2.4,7.6,54.729,1749
1733,-84.761262,31.185092,2.2,6.5,54.728,1750
1734,-84.76127,31.185116,2.1,6.5,54.76,1751
1735,-84.761278,31.185139,1.8,5.4,54.755,1752
1736,-84.761286,31.185163,1.6,5.2,54.768,1753
1737,-84.761294,31.185186,1.6,4.5,54.763,1754
1738,-84.761302,31.185209,1.8,4,54.808,1755
1739,-84.76131,31.185233,1.6,3.8,54.809,1756
1740,-84.761317,31.185257,1.5,3.8,54.77,1757
1741,-84.761326,31.18528,1.7,3.6,54.787,1758
1742,-84.761334,31.185304,1.8,4.1,54.771,1759
1743,-84.761341,31.185324,2.1,4.2,54.74,1760
1744,-84.761347,31.18534,2,4.6,54.712,1761
1745,-84.761353,31.185356,2.2,5.2,54.66,1762
1746,-84.761359,31.185373,2.2,4.8,54.671,1763
1747,-84.761364,31.185389,1.9,5.1,54.611,1764
1748,-84.761369,31.185404,2,5,54.574,1765
1749,-84.761375,31.185422,2.1,4.7,54.626,1766
1750,-84.761383,31.185443,3,5.5,54.689,1767
1751,-84.761391,31.185466,2.9,5.8,54.705,1768
1752,-84.761399,31.185489,2.5,5.4,54.763,1769
1753,-84.761407,31.185513,2.7,6.1,54.823,1770
1754,-84.761415,31.185536,2.6,5.6,54.879,1771
1755,-84.761423,31.185559,2.9,6.1,54.888,1772
1756,-84.761432,31.185582,3.4,6.4,54.936,1773
1757,-84.76144,31.185605,3.2,6.2,54.948,1774
1758,-84.761449,31.185628,3.9,7.1,54.985,1775
1759,-84.761457,31.185652,3.9,7.3,55.065,1776
1760,-84.761464,31.185675,3.8,8.3,55.14,1777
1761,-84.761472,31.185699,4.3,9.6,55.183,1778
